title,time,type,description,icon
Терапевтическое письмо,,,"- если нет возможности посещать психолога сейчас;
- злитесь на мужа, маму, свекровь, бабушку;
- никогда не видели отца или имели травматичный опыт общения с отчимом;
- не можете отпустить бывшего(ую) и тд.

Важно! Это инструмент для внутренней  работы с собой. Для освобождения себя от накопившихся чувств. Для бОльшей легкости. Для того, чтобы, освободившись от сложных чувств, высвободить место для радости и любви. Эти письмо НЕ для того, чтобы отправить его адресату, «чтоб знал». Это - для вас и про вас.

❓Как писать терапевтические письма?

Дальше пропишу важные уточнения, а основная информация будет на карточках-картинках ниже.

1. Пишите письмо максимально искренне, не фильтруйте себя, не ограничивайтесь литературным языком;

2. Не перечитывайте письмо во время написания, не редактируйте;

3. Желательно, чтоб почерк был разборчивым

4. После завершения своего письма — письмо можно сжечь или порвать на мелкие части. Письмо НЕ НУЖНО показывать адресату. Вы проводите эту работу ДЛЯ СЕБЯ.

 некоторые рекомендации по написанию терапевтических писем:

⏺ не останавливайтесь во время написания, не делайте перерыв, пишите письмо сразу и до конца. От руки!

⏺ можно возвращаться к предыдущему пункту, если всплывают эмоции, связанные с ним;

Письмо состоит из шести частей.

### Часть 1

В первой части вы выписываете гнев и обвинения, которые у вас есть к данному человеку. Все, что приходит в голову (можете не стесняться в выражениях, в письме очень важно выразить все накипевшие эмоции).

Можно использовать выражения:

- «Я очень не люблю, когда...»
- «Меня ужасно злит, когда...»
- «Мне до смерти надоело, когда...»
- «Как ты мог...»
- «Я очень устала от того, что...»
- «Терпеть не могу, когда ты...»

### Часть 2

Во второй части вы высказываете обиду и горечь, которая есть у вас внутри, которую вы боялись выпустить, которая разрушает и причиняет вам боль; вспоминая о чем, внутри становится тоскливо и тяжело на сердце.

Например, через следующие фразы:

- «Мне обидно, когда...»
- «Мне горько, когда...»
- «Я ужасно себя чувствую, потому что...»
- «Я смертельно обижена тем, что...»
- «Я очень разочарована тем, что...»

### Часть 3

В третьей части вы пишите о страхах и тревогах, накопившихся у вас внутри. То, что вы всегда хотели высказать, выразить, но боялись по разным обстоятельствам и причинам.

Можно начать так:

- «Я боюсь, что...»
- «Мне страшно от того, что...»
- «Я вовсе не хотела...»

### Часть 4

В четвёртой части выразите раскаяние и чувство ответственности за то, что происходило в ваших отношениях. Возможно, по ходу письма вы осознали и свою ответственность в чём-то. Напишите, за что вы были ответственны в этих отношениях и что, возможно, вы сами сделали неправильно.

Вот несколько фраз, которые помогут начать эту часть:

- «Мне жаль, что...»
- «Я очень сожалею о том, что...»
- «Пожалуйста, прости меня за то, что...»
- «Я вовсе не хотела...»

### Часть 5

В пятой части опишите ваши намерения и желания по поводу дальнейшего общения с этим человеком. Каких отношений вам хотелось бы?

Фразы, которые можно использовать:

- «Я хочу...»
- «Мне хотелось бы, чтобы...»
- «Я надеюсь, что...»
- «Было бы здорово, если бы мы могли...»

### Часть 6

В шестой, заключительной части, очень важно выразить любовь, прощение, понимание и признательность. Возможно, в конце письма вы поймёте очень важные уроки, которые принёс в вашу жизнь этот человек и будете испытывать за это искреннюю благодарность. Запишите и эти слова тоже!

Фразы, которые можно использовать:

- «Я люблю тебя за то, что...»
- «Спасибо тебе за то, что...»
- «Я горжусь тобой, потому что...»
- «Я прекрасно понимаю, что...»
- «Я прощаю тебя за то, что...»

Эмоциональное напряжение может быть снято лишь тогда, когда человек последовательно проходит через все группы эмоций, лежащие поверх любви.

Если вы «проскакиваете» какой-то из эмоциональных слоев, конфликт остаётся разрешимым не до конца и внутри накапливается эмоциональное напряжение.

Эта эффективная практика помогла уже многим моим клиентам, пусть она поможет и вам!",📄
Контролируемая тревога (тревога перед сном),,,"Практика помогает управлять тревогой, если она возникает по вечерам, перед сном, и не дает уснуть.

Время: 15 минут примерно за 2 часа до сна. 

1. Разделите лист на два столбца: проблема и решение. Запишите в столбце «Проблема» то, о чем вы тревожитесь перед сном.
2. Подумайте о следующем шаге, который можно предпринять для решения проблемы. Запишите его в столбец «Решение». Это необязательно должно быть окончательное решение, потому что часто проблемам нужно несколько шагов, а не один. Вы вернетесь к практике завтра, послезавтра — пока не найдется наилучшее решение. 
- Если вы знаете, как полностью решить проблему, запишите именно это.
- Если вы подумаете, что на самом деле эта проблема не такая уж и ужасная, и поэтому вы разберетесь с ней, когда придет время, — запишите именно это.
- Если вы решите, что вы просто не знаете, что с этим делать, и поэтому будет лучше попросить кого-нибудь помочь, — запишите именно это.
- Если вы решите, что это действительно проблема, и что на данный момент для нее вообще нет хорошего решения — а значит, что вам придется с этим как-то жить — запишите именно это. С пометкой, что возможно в ближайшее время вы сами или кто-то, с кем вы будете общаться, даст вам ключ к решению проблемы.
1. Повторите точно так же для других проблем, если они есть и беспокоят вас.
2. Положите лист у кровати. Забудьте о нем до момента, когда пойдёте спать.
3. Если вы начнете беспокоиться, когда будете ложиться спать, скажите себе, что вы уже позаботились о решении этих проблем самым наилучшим известным вам образом, когда ваши способности по решению проблем были на хорошем уровне. Напомните себе, что завтра вечером вы вернетесь к этому листу. Напомните себе, что прямо сейчас вы ничего не сможете сделать сверх того, что уже сделали, тем более, когда вы уже так устали, а дополнительные усилия только сделают хуже.",🌿
Шесть вопросов на этапе перехода,,,"1. Что закончилось? (Тут можно и нужно отгоревать и отплакать).
2. Что пугает?
3. А что началось? Какие перспективы это открывает? Что нового возникает?
4. Что трансформировалось или находится в процессе трансформации? И во что?
5. Что может радовать?
6. Что осталось неизменным (и этого довольно много, на это можно опираться).

Четыре  способа справляться с новой реальностью от Аркадия.

1️⃣  Выйти из логики кризиса.
Кризис и кризисное (антикризисное) мышление - это ожидание, что случилось нечто нестандартное, но потом все вернется как было. И в этот момент мы смотрим не в будущее, а в прошлое, и ориентируемся на прошлое, и ждем его возвращения.

Нынешняя ситуация же больше похожа не на кризис, а на переход в новый жизненный цикл (кстати астрологи в один голос говорят об этом же - прим.моё).
Поэтому относиться к происходящему нужно как движению вперед, с невозможность вернуть «как было».

А будет что-то другое. И важно попытаться разгадать, что будет в этом будущем, а не пассивно ждать отката к предыдущему витку.

Важно не терять время и начинать осваиваться в новой реальности, замечая какая она на самом деле, даже если на первый взгляд она не нравится.

2️⃣  Зоркость к изменениям.
Очень важно начать изучать то, что происходит, незамутненным страхами и старыми парадигмами взглядом.

Вместо фокуса на том, чего не стало, нужен фокус на том, а что появилось.

Стоит задать себе 6 вопросов:

1. Что закончилось? (Тут можно и нужно отгоревать и отплакать).
2. Что пугает?
3. А что началось? Какие перспективы это открывает? Что нового возникает?
4. Что трансформировалось или находится в процессе трансформации? И во что?
5. Что может радовать?
6. Что осталось неизменным (и этого довольно много, нога это можно опираться).

3️⃣  Круг заботы.
Когда ты растерян, то один из способов взять себя в руки - это позаботиться о других. Тогда ты перестаешь чувствовать себя песчинкой в океане и берешь под контроль свою жизнь хотя бы в этой части.

Бизнесу сейчас стоит задавать себе два вопроса вместо растерянного «как мне выжить»?

1. Как мы можем заботиться о своих сотрудниках?
2. Как мы можем позаботиться о своих клиентах?

Люди сейчас ждут защиты.

Эпоха потребления и коллекционирования впечатлений сменяется на коллекционирование уровней защит.

Нужно искать возможности повышения уровня защищенности своих близких, клиентов и сотрудников.

4️⃣  Системное мышление.

Важен переход от структурно мышления (когда все по полочкам) к системному (где важны взаимосвязи).
Сейчас полочки мешают, они сыпятся. Но это сыпется структура (например в продажах посыпалась структура каналов продаж, но сама система способна выжить и перестроиться).

Главное понятие системного мышления - действия с обратной связью.
Каждое событие  действие можно рассматривать как обратную связь на предыдущие события и действия.

Выстраивать систему, гибкую, живую, вместо четкой структуры, которая не успевает перестраиваться за событиями.",📄
"Вопросы, конструирующие решения",,,"О вопросах, конструирующих решения от Инсу Ким Берг, со-автора ориентированного на решение подхода - SFBT, Solution-Focused Brief Therapy.

Вопросы формируют ответы, которые вы получаете, и поэтому когда вы задаете правильные вопросы, это помогает сконструировать будущие решения, направить разговор к решениям. Следовательно, вопросы, которые вы задаете – это начало выстраивания решений.

Вот несколько таких вопросов:

● Как вы узнаете, что проблема решена? Как вы это заметите? Что вы тогда будете делать по-другому?

● Каким мог бы быть самый маленький шаг, который вы могли бы предпринять, чтобы решить эту проблему?

● Решали ли вы когда-нибудь подобные проблемы? Как вы в том случае их решали? Кто вам помогал? Как именно он или она вам помогли?

● Есть ли сейчас моменты, когда проблема не так интенсивна? Что тогда происходит по-другому?

● Представьте, что проблема решена. Что теперь стало по-другому? Что вы будете делать по-другому? Что ваши коллеги будут делать по-другому?",📄
Практики перехода: как пережить завершение старого,,,"Сейчас большинство из нас переживает разнообразные трансформации — политические, социальные, профессиональные, личные, экзистенциальные и т.д. Эти перемены требуют осмысления, но ни воспитание, ни образование обычно не развивают в нас  навык осмыслять переходные периоды в принципе, и особенно в такие сложные эпохи, как нынешняя. Наши предки провели бы какой-нибудь обряд проводов старого мира и старых себя, прожили бы ощущение «старое закончилось, а новое не совсем началось» и вынырнули бы на другой стороне.  У нас же с обрядами туго. Но есть более рациональная и достаточно рабочая замена — письменные практики. Вот несколько вопросов, которые можно себе задать, если вы переживаете завершение чего-то важного для вас. Я отобрала их из списка  нарративных практик Дарьи Кутузовой, у нее на сайте ([https://pismennyepraktiki.com/](https://pismennyepraktiki.com/)) есть еще много полезного.

1. Напишите список всего, что вам надо оставить в прошлом и каково вам с этим.
2. Напишите список уже пережитых вами в прошлом переходных периодов. Как вы тогда справлялись с «завершениями»?
3. `Из всего диапазона завершений выберите одно, которое вызывает у вас наибольший дискомфорт. Напишите о нем подробнее, на что оно похоже.`
4. Можно сделать коллаж, воплощающий в себе содержание и атмосферу завершившегося жизненного периода, а после этого написать рефлексивный отклик — ""что хотел сказать художник""?
5. Что вы хотите взять с собой в новую главу жизни?
6. В чем для вас плюсы того, что предыдущая фаза жизни завершается?",📄
Как внедрять нанопривычки,,,"«Как выбрать, какие действия окажутся наиболее полезными и эффективными для желаемых жизненных изменений?

Допустим, желаемое жизненное изменение — это “снизить стресс”.

Фогг предлагает выписать это словосочетание в центр листа, и вокруг него написать разные варианты действий, которые могут приводить к желаемому состоянию (можно знакомые, можно дикие и фантастические, в общем, чем больше, тем лучше; можно поспрашивать друзей, родственников и знакомых, чтобы они помогли накидать варианты). На этом этапе генерации идей мы не оцениваем, насколько они реалистичны.

На следующем этапе все варианты действий надо выписать по одному на маленькие листочки, чтобы их можно было двигать перед собой в пространстве.

Дальше мы представляем, что на столе (или на иной поверхности) перед нами есть две оси координат. Вертикальная ось — это эффективность. Надо взять свои листочки и расположить их по этой оси: какие действия помогают снизить стресс? Если, допустим, у меня на одном листочке написано, условно,  “чтобы стресса избежать, надо выпить и лежать”, — то это, возможно, довольно эффективный способ. Или на другом: “рявкнуть на всех домашних, чтобы не приставали” — это достаточно низкоэффективный способ.

После этого этапа у нас листочки разложены в столбик по степени эффективности, как мы это себе сейчас представляем.

Дальше мы их начинаем двигать вдоль горизонтальной оси — “легко ли это сделать”. Чем дальше вправо, тем легче. Например, “сделать три глубоких вдоха” окажется очень далеко справа, а “уехать в отпуск на три недели хотя бы” — очень далеко слева (и ура вам, если для вас это не так).

После этого этапа у нас листочки распределены, грубо говоря, по четырем квадрантам: “эффективно и нелегко”, “неэффективно и нелегко”, “неэффективно и легко” и “эффективно и легко”. И вот листочки из последнего квадранта и интересуют нас больше всего. Эти действия Фогг далее использует для дизайна нанопривычек»",📄
Письмо о призвании,,Призвание,"Вообразите, что вам из Небесной Канцелярии пришло письмо. В нем сообщалось, что в вашей жизни до сегодняшнего дня было 3 момента, для которых вы живете. Впереди еще несколько. Но уже прожитых вами - три. И это не моменты, связанные:

- с детьми (рождением, творческими/спортивными/учебными успехами и прочими их вехами)
- с любовями, женитьбами/замужествами.

Запишите для себя (в файл, на листе или в комментариях к этому посту) 3 момента, для которых вы жили свою жизнь до сегодняшнего дня.

Для финала вам понадобится несколько минут внутренней тишины. Перечитайте свое описание первого момента в игропрактике сегодняшнего дня. Какое слово в этом описании, выражаясь языком процессуального терапевта А. Минделла,  ""флиртует"" с вами? Как будто больше других слов привлекает ваше внимание. Это может быть существительное, прилагательное, глагол и пр. Запишите это ОДНО слово (без предлогов).

Далее переходите к своему описанию второго момента. И также постарайтесь почувствовать, какое слово в этом описании ""заигрывает"" с вами, перетягивает на себя ваше внимание. Запишите это ОДНО слово из второго описания.

С третьим описанием проделываете то же самое.

❗️В итоге у вас будет 3 ""флиртующих"" слова (по одному из каждого описания).

🗝 Первый способ
Вообразите, что эти 3 слова когда-то были связаны и существовали как осмысленная фраза-послание. Постарайтесь соединять эти 3 слова в разные фразы, пока не найдете такую, на которую будет эмоциональный отклик тела.

🗝 Второй способ
Обозначьте каждое из 3 слов на листе одним символом, картинкой-иконкой (например, слово ""писать"" можно обозначить в виде карандаша, а слово ""море"" - волнистой линией). Когда у вас будет 3 нарисованных символа, постарайтесь их мысленно объединить в одной картинке. Не механически. А так, чтобы они стали трансформироваться, изменятся, соединяться, и превратились в некий единый образ, на который у вас будет телесный отклик.
Назовите полученный образ.

И фраза-послание (первый способ) и образ-символ (второй способ) метафорически связаны с тем, кто вы и куда вы идете. Они про то, что вы можете привнести в этот мир, чтобы сделать его более обитаемым, лучшим местом для жизни и работы.",🔮
Итоги дня,,,"**Десятка итоговых вопросов**

- Что нового я узнал сегодня?
- Что сделал я для продвижения к целям?
- Какое самое большое достижение этого дня?
- Что привлекло моё внимание? 10 моментов, заинтересовавших меня.
- 10 моментов радости.
- Когда удалось проявить свои ценности? Кому и как я был полезен?
- В каких случаях я поленился и впустую потратил время?
- Кого и за что хотелось бы поблагодарить?
- Самое сильное впечатление дня?
- Что меня расстраивало сегодня?
- Что делать с итогами?",📓
Список ценностей,,ценности,"1. Принятие/самопринятие: принимать самого себя, других, жизнь и т.д.
2. Приключения: быть немного авантюристом; активно исследовать новые или стимулирующие переживания
3. Целеустремлённость: уважительно отстаивать свои права и требовать то, чего я хочу
4. Искренность: быть искренним, неподдельным, настоящим; быть верным самому себе
5. Забота: заботиться о себе, других, окружающей среде и т.д.
6. Сострадание: по-доброму обращаться с собой и другими в моменты боли
7. Контакт: полностью участвовать в том, что я делаю, и полностью присутствовать в настоящем
8. Великодушие: вносить свой вклад в добрые дела, дарить, помогать, делиться
9. Партнёрство: уметь сотрудничать с другими
10. Мужество: быть отважным; не отступать перед лицом страха, угроз или трудностей
11. Творческое начало: быть креативным человеком, новатором
12. Любознательность: быть заинтересованным; исследовать и открывать
13. Поощрение: вознаграждать поступки, которые я ценю в себе и других
14. Энергичность: искать, создавать виды деятельности, которые вдохновляют и стимулируют, и участвовать в них
15. Справедливость: быть справедливым по отношению к себе или другим
16. Физическая форма: поддерживать или совершенствовать своё тело, следить за физическим и психическим здоровьем
17. Гибкость: легко приспосабливаться и адаптироваться к меняющимся обстоятельствам
18. Свобода и независимость: выбирать, как мне жить, и помогать другим делать то же самое
19. Дружелюбие: быть открытым, приветливым и коммуникабельным
20. Прощение: уметь прощать себя или других
21. Юмор: быть весёлым, искать, создавать приносящие удовольствие и радость занятия и участвовать в них
22. Благодарность: быть благодарным, ценить себя, других и жизнь
23. Честность: быть правдивым и искренним с собой и другими
24. Трудолюбие: быть предприимчивым и преданным делу
25. Откровенность: раскрываться эмоционально и физически
26. Доброта: быть внимательным и заботливым по отношению к себе и другим
27. Любовь: относиться с любовью к себе и другим
28. Вдумчивость: быть открытым, проявлять любознательность и присутствовать в настоящем
29. Порядок: быть дисциплинированным и организованным
30. Настойчивость и последовательность: решительно продолжать начатое, несмотря на проблемы или трудности
31. Уважение/самоуважение: относиться к себе и другим с вниманием и заботой
32. Ответственность: отвечать за свои поступки
33. Безопасность и защита: обеспечивать безопасность – собственную безопасность и окружающих
34. Чувственность и удовольствие: создавать приятные переживания и наслаждаться ими
35. Сексуальность: исследовать или выражать свою сексуальность
36. Мастерство: постоянно практиковаться и улучшать свои навыки, находя им применение
37. Поддержка: уметь помогать себе и другим
38. Доверие: быть верным, искренним и надёжным",🔮
Как работать с метафорами проблем,,Метафоры,"- от проблемы можно уйти, с ней можно развестись (как если бы проблема была спутником жизни — в значительной части мира разводы сейчас разрешены, и человек имеет право брать ответственность за собственную жизнь и определять ее направление);
- можно произвести затмение проблемы (если проблема определенным образом «освещает» нашу жизнь, можно понять, чтó поставить между жизнью и проблемой, чтобы ее «свечение» не достигало жизни — как Луна загораживает Солнце во время затмения);
- проблему можно развеять посредством чар или развеять как чары (если мы привлечем магические представления о жизни);
- можно устроить проблеме забастовку (научившись этому у тех, кто проявляет гражданское сопротивление несправедливым требованиям эксплуататоров);
- можно от проблемы отвыкнуть, перестать быть акклиматизированным к ней (как люди, переезжая в другую климатическую зону, отвыкают от прежних привычек);
- можно отделиться от проблемы,«вылететь из ее гнезда» (как если бы проблема в какой-то степени вырастила и воспитала нас, но теперь мы выросли и можем жить самостоятельно);
- можно бойкотировать требования проблемы (это тоже из дискурса гражданского сопротивления и социального протеста);
- можно лишить проблему сил (если мы верим, что можем чему-то придать сил, то можем ведь и отобрать их обратно);
- можно перестать терпеть влияние проблемы (и заявить о своем протесте, провести манифестацию и пр.);
- можно проблему обучить и воспитать (заимствовав необходимые умения из соответствующих практик и учреждений);
- можно убежать от проблемы или освободить свою жизнь от проблемы (если проблема — оккупант, то мы можем либо бежать в другую страну, либо устроить восстание или революцию);
- можно провести обратную аннексию территорий, вернуть себе территорию жизни (представить себе, что ты монарх или политик, способный издать соответствующий указ);
- можно проблему подорвать (как делают инженеры и геологи, если встречаются с препятствием, обойти которое невозможно: пара шашек динамита — и появляется проход);
- можно уменьшить давление проблемы (откачать насосом, повернуть вентиль и пр. — многое в наших руках);
- можно отказаться от приглашений сотрудничать с проблемой (если представить, что и мы, и проблема — представители гражданского общества; тогда мы имеем право и возможность сказать «нет» на ее приглашения);
- можно покинуть ареал распространения проблемы (если представить, что проблема — это какое-то неприятное животное или насекомое, а сам человек — путешественник);
- можно заставить проблему признать свою ответственность (из представлений о правосудии — проблема причинила нам вред, и мы привлекаем ее к ответу);
- можно выйти из тени, наброшенной на жизнь человека проблемой (как будто проблема загораживает нам источник света);
- можно опротестовать заявление проблемы о том, кем человек является (проблема ведет себя так, как если бы ее заявления были истиной в последней инстанции? А мы поищем другие источники информации и проведем критический анализ высказываний проблемы);
- можно ослабить хватку проблемы (физиологическая метафора: что мы можем сделать, чтобы проблему одолела слабость, чтобы у нее нарушилась координация?..);
- можно выкупить свою жизнь у проблемы, так сказать, расплатиться по кредитам (как если бы проблема соблазнила нас взять у нее кредит под большие проценты, а мы мобилизуемся и досрочно все выплачиваем);
- можно отобрать свою жизнь, чтобы проблема не дергала нас за ниточки (как будто бы проблема — кукловод, превращающий нас в марионетку);
- можно написать заявление об уходе, уволиться, перестать работать на проблему (как если бы проблема была работодателем, нанявшим нас);
- можно бросить самому себе спасательный круг (если проблема-пират так или иначе захватила корабль нашей жизни и попыталась выбросить нас за борт);
- можно восстановиться и выздороветь после проблемы (как после травмы в спорте);
- можно, так сказать, украсть свою жизнь у проблемы (сначала она украла у нас жизнь-сокровище, а теперь мы «выкрадем» ее обратно);
- можно приручить проблему (если проблема — дикий зверь, который просто пока не умеет уживаться);
- можно проблему «обуздать», то есть надеть на нее узду (если мы представляем, что проблема — норовистая лошадь).

Из книги «Карты нарративной практики»",💼
Капсула месяца,,,"Прочла у Дарьи Кутузовой про капсулу времени – интересный способ подводить итоги месяца, чтобы сделать паузу в делах и переживаниях.

– Общее ощущение от месяца. 

– Основные темы занятий – во что вы вкладывали время, душу и силы?

– Что сделало этот месяц особенным, что в нем было в первый раз, что было поворотной точкой, достижением?

– Что вы хотели сделать, но не сделали?

– Что читали/смотрели/слушали?

– Что вас поддерживало и радовало в этом месяце?",📄
Анализ роли – для мастермайндов и групп,,Бизнес,"**C чем пришел**

Шквал вопросов – у каждого возникла гипотеза, что происходит в этой ситуации – что происходит с тобой и другими?

Человека отворачивают от группы (the fly on the wall)

Все начинают обсуждать о нем в третьем лице между собой (как будто его или ее нет) – гипотезы, ассоциации (не оценки, не решения)

Человек слушает спиной и что-то его зацепит

Поворачивается, и ей задают вопрос – что забираешь из пространства?

И группа говорит, что забирает каждый",💼
Вопросы для просмотра фильмов,,Бизнес,"Источник: https://t.me/one_day_one_story

❔Какие истории рассказывают герои устно? Какие рассказы слушают, а какие игнорируют?

❔Какие события (прожитые истории) сделали сделали их такими, какие они есть?

❔Как этот фильм как нарративная арка приводит вас от одной мысли к другой, о чем вдохновляет задуматься и за счёт чего ему это удаётся?

❔С каким из персонажей вы чувствуете связь, а какой вам не близок и почему?

❔Какие преграды из тех, с которыми сталкиваются герои, вам знакомы? На какие ситуации из вашей жизни это похоже?

❔Какие убеждения и надежды отражает этот фильм?

❔(Моё любимое) Если каждая история укрепляет мир, в котором чего-то становится больше, то какой мир укрепляет этот фильм как история? Чего в нём больше, чем в нашем мире?",💼
